|,|__id,|__title,|__date,|__dateObj,|__instructor,|__onedriveLink,|__section
,3,Cascaded Amplifiers and Feedback,"Jan 15, 2025",15/01/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ESRib5NWRuVLsrSGO9joG1EBDfETsggvr7LP9ceoLsbL8w?e=WjQMd7,
,4,STC Networks,"Jan 16, 2025",16/01/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EWG1Rw0Kx_hLnxxc-dschNEB-qvRigTinD9m0PYHnO56EA?e=nzeP63,
,5,STC Networks Continued,"Jan 21, 2025",21/01/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ERNY1WafuPRJvCTLIo2F41MBxraWHF2GFOLNHJozj2xCkw?e=qojm5E,
,6,MOSFETs,"Jan 22, 2025",22/01/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EUcKq8JfYpJIjn0MFmrXSZ0ByUnyHbq0eYIrKAxwxgh8pg?e=EIwFy7,
,7,MOSFET (Current and Voltage),"Jan 23, 2025",23/01/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ESCAEgihluhEj2GdtJnmSqAB-poNdNKSzVx167uQKSEpYw?e=aRgLMK,
,8,MOSFET Characteristics,"Jan 28, 2025",28/01/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EXDrxd_nyHJJlpU_-yKgbNEBLr5TCOmq8_qklAN1NZxkpA?e=H0v2ef,
,9,"CLM, Contd. & PMOS","Jan 29, 2025",29/01/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EeRPRa0rsR9AjTiMFdWr1dEBLQtOAW2xv7tL-j6KkAtpwQ?e=TMwchX,
,10,Numerical & Body Effect,"Jan 30, 2025",30/01/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ETTs6zTSgT1AiHEGsTqsAYUBKVVkljN6aPu64WfIuxFjDg?e=TabXaN,
,11,"CS Amplifier, TF Characteristics","Feb 04, 2025",04/02/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EZXTXQaxOLNNj-DivmDDSLQBUXhb9kn_-gN7jWAV2IkdgQ?e=Nupia9,
,12,Biasing Schemes,"Feb 05, 2025",05/02/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EZhdm1pkeklAh7yo6Hps82kB1OHZ2G5Az-VSWVW0YwpI_A?e=EFgEhC,
,13,Biasing Schemes Current,"Feb 06, 2025",06/02/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EUXpU5EfY8xMlYfQZmvgoIMB9TflKP3p0SG0BM7iziVtvg?e=FG4Ifa,
,14,Small Signal Analysis,"Feb 11, 2025",11/02/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EeLRoVuJFdlAsx8N2A_0uTYB5-nRkVFFam_7SwX3X37KoA?e=UOR4WS,
,15,Small Signal Analysis,"Feb 12, 2025",12/02/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EXBtVKmWTcBAsi7tDwg1DbMBYcLm7h7eCaVxfK28_qN_kA?e=gYTSLd,
,16,CS Amplifier,"Feb 13, 2025",13/02/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfNmn4-2klpAkpWPEpg1jj4BJMJdeXU2_VbD6wWl4VOt8A?e=O1ymze,
,17,CS Amplifier,"Feb 18, 2025",18/02/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EUqonGYmn1dDiZ_j9jpIUTABN9O-H257pNTiMlBEIJ7Jaw?e=d6SF15,
,18,"CG Amplifier, Capacitance","Feb 19, 2025",19/02/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EdvVMfXVC_pJoiW8v5s0GLgBJOvNoIZJxWIvFEv3ighbWQ?e=Biby3h,
,19,Capacitances (Lecture is Full),"Feb 20, 2025",20/02/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ERWn6wMLkV9PuKEKZDv2bW4B6hxzhcIJAN59uxxVYeg-Gw?e=thY9Bs,
,20,Numerical CS Amplifier,"Feb 25, 2025",25/02/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EW5R7ugp0OpBmulw0M7w6skBo3M9RZNu-ksR4oq6R25nqA?e=eVBm3I,
,21,No Class,"Feb 27, 2025",27/02/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EXdNtPS0tANKrBCER4XoX6gBhSiPDIQ4hiIUsoyg4MpKBQ?e=YQvrd7,
,22,Frequency Response CS Amplifier,"Mar 12, 2025",12/03/25,Mr. Ershad Ahmed S,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EXOrJ3OtD2pLj6OeQZKy6ZMB9KYtewFrAqWsPwGYtX-ttw?e=psOKPu,
,23,Class Cancelled,"Mar 13, 2025",13/03/25,Mr. Ershad Ahmed S,,
,24,No Topic Entered,"Mar 18, 2025",18/03/25,Mr. Ershad Ahmed S,,
EEE F242,1,Intro To Consys,"Jan 07, 2025",07/01/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EQXvqM-n39dOiPZywzWZsDoB4Qk93RsOiruvAyQkGHHN5Q,
,2,Types Of Systems,"Jan 09, 2025",09/01/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfkihXS1l3xHsdg3rTYq1RQBZYlafGyCXCthImzfpEZb9Q,
,3,Laplace Transform 1,"Jan 13, 2025",13/01/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EX20G_h40dhAj3jOg-yC6LcBzpxEtjn5hoLIuOZrR9k5jw,
,4,Transfer Function Of System,"Jan 16, 2025",16/01/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfIpCcUCKkFHplx_Oq9SW9EBVvUeNMYISz7n9WvyxO_EsQ,
,5,Op Amp Control System,"Jan 20, 2025",20/01/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EedQqefCUI5Mt0U-dFQpBs4BhFft5LUKOrGfnvJ_9or2Yw,
,6,Op Amp & Block Diagram,"Jan 21, 2025",21/01/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfdyW6xF2BJPnoPF8VbcBRkBeCwvnwyfZXV6LTHs0cjq3g,
,7,Block Diagram,"Jan 23, 2025",23/01/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Ec2Bw3MTBgZJnksrb1n0ABYBM87Ugns-IccSif8n6WxZxg,
,8,Intro To SFG,"Jan 27, 2025",27/01/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EeaR8a5vLL1Pu589GJ33k4sBB_nqopUIdMsSvjMxfxDZxQ,
,9,No Topic Entered,"Jan 28, 2025",28/01/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EZBIdyPy8DZMpjycG4-ydkkB1HwzE3qDZzlx37EZ14eG5w,
,10,No Topic Entered,"Jan 30, 2025",30/01/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Eci42aS_bqhNhWqZ8oAiK9QB5b_HA8UHl8Fu4pJcqyRp-Q,
,11,No Topic Entered,"Feb 03, 2025",03/02/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EQBKvXKhiUNCmcFax6yXX5IBiZ8PY36NcV67vmA33_5g9Q,
,12,No Topic Entered,"Feb 04, 2025",04/02/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EeG0gqKDMhNGneDS9OJ7CJsBcm3RbN11Xu4UcWzKjRS25w,
,13,2nd Order Systems 2nd Order,"Feb 06, 2025",06/02/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Ed_U-58jRjtEst56_CgVoNEB5PYzyUEA4qEZqVol6K1Fqw,
,14,No Topic Entered,"Feb 10, 2025",10/02/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EUbjX0E6a2JOqn1IK-fEAGwBa-rLKxuvCWsgiRw5II6h_w,
,15,No Topic Entered,"Feb 11, 2025",11/02/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EaK9mCyqXw9Jo2WPSudcV_4BzhStsiHSwvUzSjsYonUY3w,
,16,No Topic Entered,"Feb 13, 2025",13/02/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EUSBIFpfnBBFgazf0zP4wCkBUHYYYzpZqfS8oxUYlN1dnQ,
,17,Time Response,"Feb 17, 2025",17/02/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Efj1JQNqxatDl3QV0JTmtGwBtXXxltJdxprD6l4lxlHMkg,
,18,No Topic Entered,"Feb 18, 2025",18/02/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EeImxZ_pHXZAsoxldi9udA0BtxOv7ryAhXVwH64XtELkNA,
,19,Routh Hurwitz Started,"Feb 20, 2025",20/02/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EZ6Zi-XzWSZPqH4xT57LBxcBBLY-6Weh9mAikCpYlPVkiw,
,20,Routh Hurwitz Cont.,"Feb 24, 2025",24/02/25,Pratyush Chakraborty,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EUXwOcW8LuBNh53TuKQnOnwBB8pzbVAvbg_LATfetZxeRw,
,21,Que. Prac (Pre-Mid),"Feb 25, 2025",25/02/25,Pratyush Chakraborty,,
,22,No Class,"Feb 27, 2025",27/02/25,Pratyush Chakraborty,,
,23,Root Locus Started,"Mar 10, 2025",10/03/25,Pratyush Chakraborty,,
,24,Root Locus Cont.,"Mar 13, 2025",13/03/25,Pratyush Chakraborty,,
,25,No Topic Entered,"Mar 17, 2025",17/03/25,Pratyush Chakraborty,,
EEE F242,1,Course Description,"Jan 8, 2025",08/01/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfgynWcOMb5OpHuPwhCPUMkBa9yJt7KaWAsS1uDcKLf48w?e=k9i8lD,Bvvsn Prabhakar Rao
,2,Introduction + Classification,"Jan 10, 2025",10/01/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Ef8kNbvYMW5FlVzqQ1zidqABMBDvjDUfdsuubpBcxzoRGA?e=am4lqh,
,3,Classification Of Signals Course,"Jan 13, 2025",13/01/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EUO685SZKNNCjp_Mani7XN8BWsNB-LGK7E9fSKsnUKYfAg?e=qd8LJY,
,4,Energy and Power signals,"Jan 15, 2025",15/01/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Efaut-nJJfhBn0lLShTX_e4B8HqX-sYI9cammXf4Gc5vUA?e=3342pt,
,5,Signal Operations,"Jan 17, 2025",17/01/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EabP2hKEjLVJnmbyweh05RoBAIgQST_twuaS6aWy27gX-g?e=STHPz0,
,6,Standard Test Signals + Classification,"Jan 20, 2025",20/01/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EUmA6VbO7GNAoIkVclNiagsBOFQ5J6vflE5-M2-477Auvw?e=IHNdNz,
,7,Classification Of Systems Course,"Jan 22, 2025",22/01/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ERvXVw2Kno1OtAxjCja6t7MBAAOlhqUzQ6TDeEImrNAzpA?e=cKRVrP,
,8,Convolution + Responses,"Jan 24, 2025",24/01/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Ed1DBC83K6ZKrvyVVC9Wg60B9x4DPpC9w4rcUWACw4oacg?e=e5maLE,
,9,"Zero State, I/P Response Analysis","Jan 27, 2025",27/01/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ERrjJB96eDFNrPIES40sa-4BYYN2bE8xD3nFcLxbK1DJTw?e=gYVMUy,
,10,Convolution Ctd,"Jan 29, 2025",29/01/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ETxBKPzEpYhOvEtX6K81smYBelv6Z35vUlyiuVBkfJw6dw?e=Fa9i0C,
,11,Graphical Convolution Quick,"Jan 31, 2025",31/01/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EYE4eoEIHrVLsDV078T0BS4B07jDHw594HTt8Xv7-V7YPA?e=Ohtmnz,
,12,Fourier Series Started,"Feb 3, 2025",03/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EZUe2t3AEsxFi7nZjGYThNAB-PuU9FFxfWeebI3TWr7mvg?e=nk9ulf,
,13,Fourier series,"Feb 5, 2025",05/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EX_Xjoza6YFFum560pIrcNwBQJS52PEAWvxSqtb59SvmSQ?e=weIRT8,
,14,Fourier Series,"Feb 7, 2025",07/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EV9HmHJlXU5MlGx592EPpwYBArXd4tS4XN0t80xdLlCKjw?e=hRGXjZ,
,15,No Topic Entered,"Feb 10, 2025",10/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfQP09nq28JPp_vrzl9ST3wBdCWP7KpsmcSV1pzf6WBWcA?e=3RyAeg,
,16,No Topic Entered,"Feb 12, 2025",12/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ETpRB-Bzui1CinOhnA7MF1QBY4lkm5EOBesm-EY7ma0hXQ?e=gqfAjE,
,17,No Topic Entered,"Feb 14, 2025",14/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EXUzuvFGhAdKrs3hCw--KQQBSbCO6XA7VjfksyoNr_V1zg?e=Bo2kBO,
,18,No Topic Entered,"Feb 17, 2025",17/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfJTwKaHE5hPvLZGi_vNxaIBqk_hpJsUm0uoc5kS3gkT9Q?e=c5SihA,
,19,No Class? No Class?,"Feb 19, 2025",19/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EXgeuNgggkdJqIKpMYPiXsIBDOiNy0srIvvdXrPYpd7EHQ?e=LOvPQq,
,20,No Topic Entered,"Feb 21, 2025",21/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfzpbX3JskhBmNr21OnHgw0BUUktdWrkQIJzbeWUQXZhQg?e=eZoJ1a,
,21,No Topic Entered,"Feb 22, 2025",22/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EbHOyjFbauVNhug738xF3EIBkHJuViIT8kmIE3vGF5Xf5g?e=cNeNGm,
,22,No Topic Entered,"Feb 24, 2025",24/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ESgqps9YuCJFv0esGNtY03ABo2PSW8j2ITghRKMOvJ0v9g?e=KgLfW8,
,23,No Topic Entered,"Feb 28, 2025",28/02/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EWSRqmz5HXFMtmqlPjgINX4B0EAUKzeH51HGtAyYt1fUrw?e=7R1WTZ,
,24,Properties Of Laplace Transform,"Mar 10, 2025",10/03/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EZt1AIzgcR9HqPmAIA2RzsoB7b2vLyZePLCx6NE1cl0ewA?e=npdpcU,
,25,No Topic Entered,"Mar 11, 2025",11/03/25,Bvvsn Prabhakar Rao,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EZt1AIzgcR9HqPmAIA2RzsoB7b2vLyZePLCx6NE1cl0ewA?e=npdpcU,
CS F211,1,No Topic Entered,"Jan 8, 2025",08/01/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Eb85XxfhKzJMoXyJQIbIJ4QBwwTanQo1PvChQ4vKXjopTg,
,2,Intro To C++,"Jan 10, 2025",10/01/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EZ0rmmMji0VJtUBSxF4-s4kBSS3uGyaMSh8rBM_SDy4Z4w,
,3,No Topic Entered,"Jan 13, 2025",13/01/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ET7kRMw8JblGtN0sP77De0ABIV9RLCIl1hoF_MKr4OifjA,
,4,No Topic Entered,"Jan 15, 2025",15/01/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EVD3R6iHJT1Nja8Dy730Ze0BLCU84pVCavAtAXvBeimN8w,
,5,No Topic Entered,"Jan 17, 2025",17/01/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EapPH-nooDRCmUfmzyVKzT4BjeBSmRlHzqhyRvFc4V-Wwg,
,6,No Topic Entered,"Jan 20, 2025",20/01/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EdnR5mXNGXFOk2YIUUJEx3sBVZzstkACNrXuPyLinC5a7Q,
,7,No Topic Entered,"Jan 22, 2025",22/01/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EWOFEarVMiNNiBReNTDC2tkBv2azEnU7OUyEp6VikhSSgw,
,8,No Topic Entered,"Jan 24, 2025",24/01/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EayFX_SFaqZChsr-RrEmXiUBxbBMnc_ObekNk0eUQlaNKg,
,9,No Topic Entered,"Jan 27, 2025",27/01/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EZPTd3XJ58JEpagXO4zW_PoB8vkLVdBV12QPIh5OiamAAg,
,10,No Topic Entered,"Jan 29, 2025",29/01/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EevtybnNffxEj7F5SHgM8LMBy7K7_6iTLAwZSxKznr-zPA,
,11,No Topic Entered,"Jan 31, 2025",31/01/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Eeso1A4dr-9Kh9LPyKw_WV4BzGm1Yr0lfB6SUa2XMIEPow,
,12,No Topic Entered,"Feb 3, 2025",03/02/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EU6bZBYcPElGiuIFBeen3RUBitlRYF3yd3c3NgTar_PFSQ,
,13,No Topic Entered,"Feb 5, 2025",05/02/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EaJZQfMOw6dCt9WqhqBtjksBOsJHeGhgBqJUTvt4C-O9Ng,
,14,No Topic Entered,"Feb 7, 2025",07/02/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfF4mA6DSF9EkVtBVfXo83cBNHh8qUkYFz7XKlA21LzRwQ,
,15,No Topic Entered,"Feb 10, 2025",10/02/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EaJ7DCYHEK9OvPnInMJ5ONkBo59D6cR1QXESb7hkUCpl1g,
,16,No Topic Entered,"Feb 12, 2025",12/02/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Ee6xDmpHwuBAv3CNSTaATnUB8AMxzQJLUFrakiEqMGEZMg,
,17,No Topic Entered,"Feb 14, 2025",14/02/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EQEyTgJB9XpIjFkJWfOwt28BFqy8tbBSMsuJTn8Tey_5BQ,
,18,No Topic Entered,"Feb 17, 2025",17/02/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EbA8xGuEybtPmalQbI47VEUB_zVSg624VUfFRVQbpUAorw,
,19,No Topic Entered,"Feb 19, 2025",19/02/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EYMoBoQpHp1MkgJsiuzWBZ0BDu6nC4ep4-kNBaLYr_zINA,
,20,No Topic Entered,"Feb 21, 2025",21/02/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EXgPUWKEAUJBv57qJ4_KgUkBli8Uk479889UfsruoktqDQ,
,21,No Topic Entered,"Feb 24, 2025",24/02/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ESZvOv59F7FNvu7orlbu-yIBoLoKPktwbqzFcUMNGwSrJw?nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJPbmVEcml2ZUZvckJ1c2luZXNzIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXciLCJyZWZlcnJhbFZpZXciOiJNeUZpbGVzTGlua0NvcHkifX0&e=GeX9fF,
,22,No Topic Entered,"Feb 28, 2025",28/02/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EWhaqjbvlj5Oq_ZTl1hhBD8Bq2p3QhA19TBDEd0EjDsTKA?nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJPbmVEcml2ZUZvckJ1c2luZXNzIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXciLCJyZWZlcnJhbFZpZXciOiJNeUZpbGVzTGlua0NvcHkifX0&e=oBMZt5,
,23,No Topic Entered,"Mar 10, 2025",10/03/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EcmhebApxBxJqbDfEwvtQKABHxqBexkv324emWuEYYpdLg?nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJPbmVEcml2ZUZvckJ1c2luZXNzIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXciLCJyZWZlcnJhbFZpZXciOiJNeUZpbGVzTGlua0NvcHkifX0&e=gpoPiG,
,24,No Topic Entered,"Mar 12, 2025",12/03/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ETSiDiHilBBGoUFI3JyhEWYBmxmLGcaG9B9D2RBihc3Ydw?nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJPbmVEcml2ZUZvckJ1c2luZXNzIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXciLCJyZWZlcnJhbFZpZXciOiJNeUZpbGVzTGlua0NvcHkifX0&e=hMDKDt,
